innings,batting_team,bowling_team,overs_completed,wickets_fallen,current_score,current_run_rate,remaining_overs,wickets_in_hand,target,runs_required,balls_remaining,required_run_rate,pressure_index,final_score,winner
2,Delhi Capitals,Mumbai Indians,18.0,7,127,7.1,2.0,3,167,40,12,20.0,2.8169,136,Mumbai Indians
1,Rajasthan Royals,Chennai Super Kings,15.2,2,144,9.51,4.8,8,0,0,28,0.0,0.0,188,Rajasthan Royals
2,Chennai Super Kings,Rajasthan Royals,10.7,0,100,9.43,9.3,10,189,89,55,9.57,1.0148,183,Rajasthan Royals
1,Sunrisers Hyderabad,Punjab Kings,13.4,8,85,6.37,6.6,2,0,0,39,0.0,0.0,114,Sunrisers Hyderabad
2,Punjab Kings,Sunrisers Hyderabad,7.3,0,40,5.49,12.7,10,115,75,76,5.91,1.0765,102,Sunrisers Hyderabad
1,Rajasthan Royals,Punjab Kings,13.9,4,98,7.07,6.1,6,0,0,36,0.0,0.0,138,Rajasthan Royals
2,Punjab Kings,Rajasthan Royals,18.6,5,98,5.27,1.4,5,139,41,8,29.29,5.5579,103,Rajasthan Royals
1,Royal Challengers Bangalore,Rajasthan Royals,9.9,0,61,6.25,10.1,10,0,0,60,0.0,0.0,126,Rajasthan Royals
2,Rajasthan Royals,Royal Challengers Bangalore,15.1,3,120,7.98,4.9,7,127,7,29,1.43,0.1792,155,Rajasthan Royals
1,Punjab Kings,Chennai Super Kings,12.8,8,80,6.29,7.2,2,0,0,43,0.0,0.0,108,Chennai Super Kings
2,Chennai Super Kings,Punjab Kings,11.3,3,92,8.19,8.7,7,109,17,52,1.95,0.2381,155,Chennai Super Kings
1,Punjab Kings,Royal Challengers Bangalore,11.9,3,108,9.12,8.1,7,0,0,48,0.0,0.0,166,Punjab Kings
2,Royal Challengers Bangalore,Punjab Kings,17.7,6,109,6.2,2.3,4,167,58,13,25.22,4.0677,119,Punjab Kings
1,Mumbai Indians,Punjab Kings,18.6,8,169,9.13,1.4,2,0,0,8,0.0,0.0,178,Mumbai Indians
2,Punjab Kings,Mumbai Indians,10.0,5,47,4.77,10.0,5,179,132,60,13.2,2.7673,89,Mumbai Indians
1,Punjab Kings,Kolkata Knight Riders,5.3,5,29,5.48,14.7,5,0,0,88,0.0,0.0,98,Kolkata Knight Riders
2,Kolkata Knight Riders,Punjab Kings,18.1,9,98,6.16,1.9,1,99,1,11,0.53,0.086,105,Kolkata Knight Riders
1,Sunrisers Hyderabad,Royal Challengers Bangalore,17.0,5,121,7.14,3.0,5,0,0,18,0.0,0.0,137,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Sunrisers Hyderabad,17.6,6,137,7.9,2.4,4,138,1,14,0.42,0.0532,150,Royal Challengers Bangalore
1,Kolkata Knight Riders,Royal Challengers Bangalore,17.0,4,142,8.38,3.0,6,0,0,18,0.0,0.0,164,Kolkata Knight Riders
2,Royal Challengers Bangalore,Kolkata Knight Riders,6.2,2,36,5.91,13.8,8,165,129,82,9.35,1.5821,104,Kolkata Knight Riders
1,Delhi Capitals,Mumbai Indians,18.8,2,133,7.11,1.2,8,0,0,7,0.0,0.0,141,Delhi Capitals
2,Mumbai Indians,Delhi Capitals,5.9,7,45,7.66,14.1,3,142,97,84,6.88,0.8982,124,Delhi Capitals
1,Chennai Super Kings,Royal Challengers Bangalore,6.4,5,57,9.03,13.6,5,0,0,81,0.0,0.0,154,Chennai Super Kings
2,Royal Challengers Bangalore,Chennai Super Kings,9.8,7,60,6.22,10.2,3,155,95,61,9.31,1.4968,100,Chennai Super Kings
1,Rajasthan Royals,Royal Challengers Bangalore,14.9,3,107,7.22,5.1,7,0,0,30,0.0,0.0,135,Rajasthan Royals
2,Royal Challengers Bangalore,Rajasthan Royals,5.1,8,19,3.74,14.9,2,136,117,89,7.85,2.0989,55,Rajasthan Royals
1,Royal Challengers Bangalore,Chennai Super Kings,7.6,1,42,5.6,12.4,9,0,0,74,0.0,0.0,118,Royal Challengers Bangalore
2,Chennai Super Kings,Royal Challengers Bangalore,6.7,4,35,5.25,13.3,6,119,84,79,6.32,1.2038,88,Royal Challengers Bangalore
1,Kolkata Knight Riders,Delhi Capitals,9.8,1,86,8.82,10.2,9,0,0,61,0.0,0.0,168,Delhi Capitals
2,Delhi Capitals,Kolkata Knight Riders,15.0,5,133,8.91,5.0,5,169,36,30,7.2,0.8081,169,Delhi Capitals
1,Punjab Kings,Kolkata Knight Riders,11.1,0,108,9.76,8.9,10,0,0,53,0.0,0.0,183,Punjab Kings
2,Kolkata Knight Riders,Punjab Kings,15.0,1,133,8.88,5.0,9,184,51,30,10.2,1.1486,175,Punjab Kings
1,Mumbai Indians,Royal Challengers Bangalore,14.2,2,100,7.07,5.8,8,0,0,34,0.0,0.0,140,Mumbai Indians
2,Royal Challengers Bangalore,Mumbai Indians,12.0,6,89,7.46,8.0,4,141,52,48,6.5,0.8713,140,Mumbai Indians
1,Punjab Kings,Kolkata Knight Riders,9.6,1,53,5.56,10.4,9,0,0,62,0.0,0.0,108,Kolkata Knight Riders
2,Kolkata Knight Riders,Punjab Kings,5.6,5,36,6.6,14.4,5,109,73,86,5.07,0.7682,118,Kolkata Knight Riders
1,Rajasthan Royals,Royal Challengers Bangalore,11.4,3,79,6.99,8.6,7,0,0,51,0.0,0.0,132,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Rajasthan Royals,9.2,1,63,6.93,10.8,9,133,70,64,6.48,0.9351,144,Royal Challengers Bangalore
1,Mumbai Indians,Kolkata Knight Riders,18.7,6,138,7.38,1.3,4,0,0,7,0.0,0.0,144,Mumbai Indians
2,Kolkata Knight Riders,Mumbai Indians,8.7,0,57,6.59,11.3,10,145,88,67,7.79,1.1821,121,Mumbai Indians
1,Sunrisers Hyderabad,Punjab Kings,16.7,2,133,8.01,3.3,8,0,0,19,0.0,0.0,156,Sunrisers Hyderabad
2,Punjab Kings,Sunrisers Hyderabad,7.4,7,39,5.38,12.6,3,157,118,75,9.37,1.7416,85,Sunrisers Hyderabad
1,Mumbai Indians,Royal Challengers Bangalore,17.1,6,147,8.62,2.9,4,0,0,17,0.0,0.0,166,Mumbai Indians
2,Royal Challengers Bangalore,Mumbai Indians,5.2,8,41,7.95,14.8,2,167,126,88,8.51,1.0704,118,Mumbai Indians
1,Royal Challengers Bangalore,Kolkata Knight Riders,9.8,8,94,9.66,10.2,2,0,0,61,0.0,0.0,164,Kolkata Knight Riders
2,Kolkata Knight Riders,Royal Challengers Bangalore,14.8,3,150,10.18,5.2,7,165,15,31,2.88,0.2829,200,Kolkata Knight Riders
1,Kolkata Knight Riders,Rajasthan Royals,8.2,9,76,9.33,11.8,1,0,0,70,0.0,0.0,141,Rajasthan Royals
2,Rajasthan Royals,Kolkata Knight Riders,16.0,3,123,7.71,4.0,7,142,19,24,4.75,0.6161,152,Rajasthan Royals
1,Royal Challengers Bangalore,Mumbai Indians,17.9,8,92,5.18,2.1,2,0,0,12,0.0,0.0,99,Mumbai Indians
2,Mumbai Indians,Royal Challengers Bangalore,19.0,9,99,7.32,1.0,1,100,1,6,1.0,0.1366,103,Mumbai Indians
1,Mumbai Indians,Kolkata Knight Riders,9.5,4,54,5.72,10.5,6,0,0,63,0.0,0.0,100,Kolkata Knight Riders
2,Kolkata Knight Riders,Mumbai Indians,16.4,7,100,8.92,3.6,3,101,1,21,0.28,0.0314,125,Kolkata Knight Riders
1,Delhi Capitals,Punjab Kings,10.5,2,95,9.12,9.5,8,0,0,57,0.0,0.0,182,Delhi Capitals
2,Punjab Kings,Delhi Capitals,6.2,3,47,7.69,13.8,7,183,136,82,9.86,1.2822,142,Delhi Capitals
1,Rajasthan Royals,Kolkata Knight Riders,15.0,6,133,8.93,5.0,4,0,0,30,0.0,0.0,169,Rajasthan Royals
2,Kolkata Knight Riders,Rajasthan Royals,8.4,2,55,6.55,11.6,8,170,115,69,9.91,1.513,116,Rajasthan Royals
1,Sunrisers Hyderabad,Kolkata Knight Riders,14.6,7,135,9.3,5.4,3,0,0,32,0.0,0.0,174,Sunrisers Hyderabad
2,Kolkata Knight Riders,Sunrisers Hyderabad,19.3,7,154,8.02,0.7,3,175,21,4,30.0,3.7406,158,Sunrisers Hyderabad
1,Chennai Super Kings,Mumbai Indians,18.9,5,103,5.49,1.1,5,0,0,6,0.0,0.0,108,Mumbai Indians
2,Mumbai Indians,Chennai Super Kings,14.2,3,108,7.96,5.8,7,109,1,34,0.17,0.0214,146,Mumbai Indians
1,Punjab Kings,Chennai Super Kings,10.8,0,76,7.12,9.2,10,0,0,55,0.0,0.0,138,Punjab Kings
2,Chennai Super Kings,Punjab Kings,9.7,5,60,6.2,10.3,5,139,79,61,7.67,1.2371,117,Punjab Kings
1,Kolkata Knight Riders,Rajasthan Royals,19.2,3,150,7.84,0.8,7,0,0,4,0.0,0.0,155,Kolkata Knight Riders
2,Rajasthan Royals,Kolkata Knight Riders,10.0,1,59,5.95,10.0,9,156,97,60,9.7,1.6303,115,Kolkata Knight Riders
1,Rajasthan Royals,Royal Challengers Bangalore,10.8,1,65,6.05,9.2,9,0,0,55,0.0,0.0,117,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Rajasthan Royals,11.1,4,110,9.94,8.9,6,118,8,53,0.9,0.0905,193,Royal Challengers Bangalore
1,Delhi Capitals,Kolkata Knight Riders,15.9,4,128,8.07,4.1,6,0,0,24,0.0,0.0,159,Delhi Capitals
2,Kolkata Knight Riders,Delhi Capitals,8.8,2,47,5.42,11.2,8,160,113,67,10.09,1.8616,98,Delhi Capitals
1,Kolkata Knight Riders,Punjab Kings,12.4,5,107,8.66,7.6,5,0,0,45,0.0,0.0,166,Kolkata Knight Riders
2,Punjab Kings,Kolkata Knight Riders,11.2,7,66,5.92,8.8,3,167,101,52,11.48,1.9392,101,Kolkata Knight Riders
1,Rajasthan Royals,Delhi Capitals,15.9,5,90,5.67,4.1,5,0,0,24,0.0,0.0,107,Delhi Capitals
2,Delhi Capitals,Rajasthan Royals,14.1,7,107,8.73,5.9,3,108,1,35,0.17,0.0195,142,Delhi Capitals
1,Kolkata Knight Riders,Rajasthan Royals,17.6,2,92,5.25,2.4,8,0,0,14,0.0,0.0,105,Rajasthan Royals
2,Rajasthan Royals,Kolkata Knight Riders,9.7,6,85,8.82,10.3,4,106,21,61,2.04,0.2313,149,Rajasthan Royals
1,Royal Challengers Bangalore,Delhi Capitals,8.9,9,56,6.35,11.1,1,0,0,66,0.0,0.0,99,Delhi Capitals
2,Delhi Capitals,Royal Challengers Bangalore,17.0,5,99,10.19,3.0,5,100,1,18,0.33,0.0324,127,Delhi Capitals
1,Delhi Capitals,Chennai Super Kings,10.5,5,104,9.97,9.5,5,0,0,57,0.0,0.0,181,Delhi Capitals
2,Chennai Super Kings,Delhi Capitals,17.2,1,118,6.9,2.8,9,182,64,16,22.86,3.313,135,Delhi Capitals
1,Chennai Super Kings,Punjab Kings,9.7,1,97,10.07,10.3,9,0,0,61,0.0,0.0,198,Chennai Super Kings
2,Punjab Kings,Chennai Super Kings,6.1,2,45,7.48,13.9,8,199,154,83,11.08,1.4813,147,Chennai Super Kings
1,Mumbai Indians,Rajasthan Royals,6.7,3,65,9.76,13.3,7,0,0,79,0.0,0.0,172,Mumbai Indians
2,Rajasthan Royals,Mumbai Indians,9.2,3,84,9.23,10.8,7,173,89,64,8.24,0.8927,170,Mumbai Indians
1,Kolkata Knight Riders,Sunrisers Hyderabad,12.3,5,107,8.7,7.7,5,0,0,46,0.0,0.0,154,Kolkata Knight Riders
2,Sunrisers Hyderabad,Kolkata Knight Riders,10.8,2,72,6.74,9.2,8,155,83,55,9.02,1.3383,128,Kolkata Knight Riders
1,Mumbai Indians,Rajasthan Royals,19.1,0,106,5.6,0.9,10,0,0,5,0.0,0.0,112,Rajasthan Royals
2,Rajasthan Royals,Mumbai Indians,7.0,6,62,8.9,13.0,4,113,51,78,3.92,0.4404,150,Rajasthan Royals
1,Kolkata Knight Riders,Mumbai Indians,14.1,1,114,8.13,5.9,9,0,0,35,0.0,0.0,165,Mumbai Indians
2,Mumbai Indians,Kolkata Knight Riders,15.1,6,139,9.27,4.9,4,166,27,29,5.51,0.5944,174,Mumbai Indians
1,Mumbai Indians,Royal Challengers Bangalore,13.0,0,99,7.65,7.0,10,0,0,42,0.0,0.0,154,Mumbai Indians
2,Royal Challengers Bangalore,Mumbai Indians,18.5,8,134,7.26,1.5,2,155,21,9,14.0,1.9284,142,Mumbai Indians
1,Sunrisers Hyderabad,Delhi Capitals,10.5,1,106,10.19,9.5,9,0,0,57,0.0,0.0,186,Delhi Capitals
2,Delhi Capitals,Sunrisers Hyderabad,15.0,0,146,9.79,5.0,10,187,41,30,8.2,0.8376,198,Delhi Capitals
1,Kolkata Knight Riders,Sunrisers Hyderabad,12.9,7,118,9.21,7.1,3,0,0,42,0.0,0.0,160,Kolkata Knight Riders
2,Sunrisers Hyderabad,Kolkata Knight Riders,9.5,0,53,5.6,10.5,10,161,108,63,10.29,1.8375,113,Kolkata Knight Riders
1,Punjab Kings,Kolkata Knight Riders,9.1,9,63,6.95,10.9,1,0,0,65,0.0,0.0,118,Kolkata Knight Riders
2,Kolkata Knight Riders,Punjab Kings,9.8,8,90,9.25,10.2,2,119,29,61,2.84,0.307,147,Kolkata Knight Riders
1,Sunrisers Hyderabad,Mumbai Indians,5.8,4,54,9.38,14.2,6,0,0,85,0.0,0.0,172,Sunrisers Hyderabad
2,Mumbai Indians,Sunrisers Hyderabad,8.8,0,65,7.41,11.2,10,173,108,67,9.64,1.3009,148,Sunrisers Hyderabad
1,Delhi Capitals,Rajasthan Royals,16.8,2,122,7.31,3.2,8,0,0,19,0.0,0.0,145,Delhi Capitals
2,Rajasthan Royals,Delhi Capitals,18.6,6,123,6.62,1.4,4,146,23,8,16.43,2.4819,130,Delhi Capitals
1,Royal Challengers Bangalore,Chennai Super Kings,5.9,9,47,8.01,14.1,1,0,0,84,0.0,0.0,119,Royal Challengers Bangalore
2,Chennai Super Kings,Royal Challengers Bangalore,14.6,9,72,4.94,5.4,1,120,48,32,8.89,1.7996,88,Royal Challengers Bangalore
1,Sunrisers Hyderabad,Punjab Kings,12.7,9,113,8.94,7.3,1,0,0,43,0.0,0.0,160,Sunrisers Hyderabad
2,Punjab Kings,Sunrisers Hyderabad,12.6,7,94,7.47,7.4,3,161,67,44,9.05,1.2115,136,Sunrisers Hyderabad
1,Rajasthan Royals,Royal Challengers Bangalore,8.5,6,58,6.84,11.5,4,0,0,69,0.0,0.0,124,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Rajasthan Royals,18.6,6,124,8.48,1.4,4,125,1,8,0.71,0.0837,134,Royal Challengers Bangalore
1,Sunrisers Hyderabad,Delhi Capitals,6.0,3,36,6.04,14.0,7,0,0,84,0.0,0.0,113,Delhi Capitals
2,Delhi Capitals,Sunrisers Hyderabad,10.7,6,79,7.45,9.3,4,114,35,55,3.76,0.5047,133,Delhi Capitals
1,Chennai Super Kings,Punjab Kings,14.9,2,92,6.18,5.1,8,0,0,30,0.0,0.0,122,Punjab Kings
2,Punjab Kings,Chennai Super Kings,7.8,0,67,8.66,12.2,10,123,56,73,4.59,0.53,181,Punjab Kings
1,Delhi Capitals,Sunrisers Hyderabad,9.4,6,78,8.39,10.6,4,0,0,63,0.0,0.0,141,Delhi Capitals
2,Sunrisers Hyderabad,Delhi Capitals,5.8,9,27,4.76,14.2,1,142,115,85,8.1,1.7017,74,Delhi Capitals
1,Delhi Capitals,Rajasthan Royals,15.3,4,124,8.13,4.7,6,0,0,28,0.0,0.0,157,Delhi Capitals
2,Rajasthan Royals,Delhi Capitals,7.8,2,60,7.72,12.2,8,158,98,73,8.03,1.0402,134,Delhi Capitals
1,Punjab Kings,Delhi Capitals,7.9,3,49,6.26,12.1,7,0,0,72,0.0,0.0,116,Delhi Capitals
2,Delhi Capitals,Punjab Kings,17.4,1,116,6.94,2.6,9,117,1,15,0.38,0.0548,134,Delhi Capitals
1,Sunrisers Hyderabad,Royal Challengers Bangalore,17.1,5,120,7.07,2.9,5,0,0,17,0.0,0.0,136,Sunrisers Hyderabad
2,Royal Challengers Bangalore,Sunrisers Hyderabad,6.2,7,38,6.29,13.8,3,137,99,82,7.17,1.1399,94,Sunrisers Hyderabad
1,Delhi Capitals,Kolkata Knight Riders,17.1,9,100,5.87,2.9,1,0,0,17,0.0,0.0,109,Delhi Capitals
2,Kolkata Knight Riders,Delhi Capitals,13.4,6,60,4.51,6.6,4,110,50,39,7.58,1.6807,80,Delhi Capitals
1,Kolkata Knight Riders,Royal Challengers Bangalore,6.5,4,38,5.87,13.5,6,0,0,81,0.0,0.0,106,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Kolkata Knight Riders,9.8,7,72,7.44,10.2,3,107,35,61,3.43,0.461,133,Royal Challengers Bangalore
1,Punjab Kings,Rajasthan Royals,13.2,0,107,8.18,6.8,10,0,0,40,0.0,0.0,165,Punjab Kings
2,Rajasthan Royals,Punjab Kings,11.6,2,72,6.27,8.4,8,166,94,50,11.19,1.7847,117,Punjab Kings
1,Royal Challengers Bangalore,Delhi Capitals,7.5,4,43,5.79,12.5,6,0,0,75,0.0,0.0,99,Delhi Capitals
2,Delhi Capitals,Royal Challengers Bangalore,12.5,9,86,6.88,7.5,1,100,14,45,1.87,0.2718,115,Delhi Capitals
1,Punjab Kings,Delhi Capitals,15.1,4,103,6.87,4.9,6,0,0,29,0.0,0.0,127,Delhi Capitals
2,Delhi Capitals,Punjab Kings,15.8,8,106,6.76,4.2,2,128,22,25,5.24,0.7751,128,Delhi Capitals
1,Rajasthan Royals,Sunrisers Hyderabad,9.6,9,62,6.51,10.4,1,0,0,62,0.0,0.0,103,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Rajasthan Royals,14.1,3,103,9.68,5.9,7,104,1,35,0.17,0.0176,153,Sunrisers Hyderabad
1,Rajasthan Royals,Sunrisers Hyderabad,11.5,0,118,10.31,8.5,10,0,0,51,0.0,0.0,198,Rajasthan Royals
2,Sunrisers Hyderabad,Rajasthan Royals,16.2,3,155,9.58,3.8,7,199,44,22,11.58,1.2088,190,Rajasthan Royals
1,Royal Challengers Bangalore,Delhi Capitals,17.8,8,127,7.17,2.2,2,0,0,13,0.0,0.0,139,Delhi Capitals
2,Delhi Capitals,Royal Challengers Bangalore,6.9,1,66,9.62,13.1,9,140,74,78,5.65,0.5873,203,Delhi Capitals
1,Mumbai Indians,Delhi Capitals,14.1,6,119,8.46,5.9,4,0,0,35,0.0,0.0,160,Mumbai Indians
2,Delhi Capitals,Mumbai Indians,5.9,2,35,6.04,14.1,8,161,126,84,8.94,1.4801,106,Mumbai Indians
1,Delhi Capitals,Punjab Kings,8.5,4,60,7.13,11.5,6,0,0,69,0.0,0.0,138,Delhi Capitals
2,Punjab Kings,Delhi Capitals,8.2,6,49,5.99,11.8,4,139,90,70,7.63,1.2738,104,Delhi Capitals
1,Sunrisers Hyderabad,Kolkata Knight Riders,5.8,4,40,6.9,14.2,6,0,0,85,0.0,0.0,113,Kolkata Knight Riders
2,Kolkata Knight Riders,Sunrisers Hyderabad,18.8,7,113,7.31,1.2,3,114,1,7,0.83,0.1135,120,Kolkata Knight Riders
1,Punjab Kings,Delhi Capitals,13.5,6,69,5.14,6.5,4,0,0,39,0.0,0.0,91,Delhi Capitals
2,Delhi Capitals,Punjab Kings,10.3,7,66,6.41,9.7,3,92,26,58,2.68,0.4181,111,Delhi Capitals
1,Delhi Capitals,Royal Challengers Bangalore,15.4,3,150,9.77,4.6,7,0,0,27,0.0,0.0,193,Delhi Capitals
2,Royal Challengers Bangalore,Delhi Capitals,15.0,1,142,9.5,5.0,9,194,52,30,10.4,1.0947,187,Delhi Capitals
1,Punjab Kings,Chennai Super Kings,17.0,4,87,5.17,3.0,6,0,0,18,0.0,0.0,100,Chennai Super Kings
2,Chennai Super Kings,Punjab Kings,12.3,4,100,9.95,7.7,6,101,1,46,0.13,0.0131,161,Chennai Super Kings
1,Punjab Kings,Mumbai Indians,7.9,8,43,5.51,12.1,2,0,0,72,0.0,0.0,86,Mumbai Indians
2,Mumbai Indians,Punjab Kings,19.3,9,86,5.84,0.7,1,87,1,4,1.43,0.2449,88,Mumbai Indians
1,Rajasthan Royals,Mumbai Indians,6.4,0,44,6.88,13.6,10,0,0,81,0.0,0.0,141,Mumbai Indians
2,Mumbai Indians,Rajasthan Royals,11.2,2,102,9.13,8.8,8,142,40,52,4.55,0.4984,165,Mumbai Indians
1,Kolkata Knight Riders,Chennai Super Kings,11.9,9,83,6.99,8.1,1,0,0,48,0.0,0.0,119,Chennai Super Kings
2,Chennai Super Kings,Kolkata Knight Riders,18.7,7,119,9.77,1.3,3,120,1,7,0.77,0.0788,127,Chennai Super Kings
1,Royal Challengers Bangalore,Chennai Super Kings,9.7,8,57,5.97,10.3,2,0,0,61,0.0,0.0,94,Royal Challengers Bangalore
2,Chennai Super Kings,Royal Challengers Bangalore,7.2,5,33,4.6,12.8,5,95,62,76,4.84,1.0522,74,Royal Challengers Bangalore
1,Mumbai Indians,Rajasthan Royals,18.7,2,128,6.89,1.3,8,0,0,7,0.0,0.0,137,Mumbai Indians
2,Rajasthan Royals,Mumbai Indians,18.6,7,84,4.53,1.4,3,138,54,8,38.57,8.5143,88,Mumbai Indians
1,Punjab Kings,Rajasthan Royals,12.7,3,114,9.01,7.3,7,0,0,43,0.0,0.0,180,Punjab Kings
2,Rajasthan Royals,Punjab Kings,8.4,6,55,6.62,11.6,4,181,126,69,10.86,1.6405,108,Punjab Kings
1,Chennai Super Kings,Royal Challengers Bangalore,8.9,7,73,8.22,11.1,3,0,0,66,0.0,0.0,141,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Chennai Super Kings,10.4,7,94,9.07,9.6,3,142,48,57,5.0,0.5513,148,Royal Challengers Bangalore
1,Chennai Super Kings,Rajasthan Royals,13.4,2,89,6.68,6.6,8,0,0,39,0.0,0.0,133,Chennai Super Kings
2,Rajasthan Royals,Chennai Super Kings,8.4,6,63,7.52,11.6,4,134,71,69,6.12,0.8138,128,Chennai Super Kings
1,Delhi Capitals,Mumbai Indians,13.3,7,97,7.32,6.7,3,0,0,40,0.0,0.0,128,Mumbai Indians
2,Mumbai Indians,Delhi Capitals,11.6,8,112,9.67,8.4,2,129,17,50,2.02,0.2089,163,Mumbai Indians
1,Kolkata Knight Riders,Rajasthan Royals,15.0,6,135,9.05,5.0,4,0,0,30,0.0,0.0,170,Kolkata Knight Riders
2,Rajasthan Royals,Kolkata Knight Riders,15.0,6,72,4.82,5.0,4,171,99,30,19.8,4.1079,89,Kolkata Knight Riders
1,Chennai Super Kings,Punjab Kings,12.1,4,109,9.03,7.9,6,0,0,47,0.0,0.0,169,Chennai Super Kings
2,Punjab Kings,Chennai Super Kings,14.3,0,92,6.47,5.7,10,170,78,34,13.68,2.1144,131,Chennai Super Kings
1,Chennai Super Kings,Mumbai Indians,5.1,1,41,8.11,14.9,9,0,0,89,0.0,0.0,169,Chennai Super Kings
2,Mumbai Indians,Chennai Super Kings,5.4,1,40,7.59,14.6,9,170,130,87,8.9,1.1726,140,Chennai Super Kings
1,Delhi Capitals,Mumbai Indians,7.9,0,65,8.28,12.1,10,0,0,72,0.0,0.0,159,Mumbai Indians
2,Mumbai Indians,Delhi Capitals,8.5,5,76,9.0,11.5,5,160,84,69,7.3,0.8111,164,Mumbai Indians
1,Kolkata Knight Riders,Rajasthan Royals,17.6,2,156,8.92,2.4,8,0,0,14,0.0,0.0,176,Kolkata Knight Riders
2,Rajasthan Royals,Kolkata Knight Riders,16.3,3,144,8.85,3.7,7,177,33,22,8.92,1.0079,169,Kolkata Knight Riders
1,Chennai Super Kings,Punjab Kings,19.4,3,122,6.34,0.6,7,0,0,3,0.0,0.0,125,Chennai Super Kings
2,Punjab Kings,Chennai Super Kings,7.0,2,45,6.46,13.0,8,126,81,78,6.23,0.9644,121,Chennai Super Kings
1,Chennai Super Kings,Royal Challengers Bangalore,13.3,7,87,6.56,6.7,3,0,0,40,0.0,0.0,119,Chennai Super Kings
2,Royal Challengers Bangalore,Chennai Super Kings,5.0,7,27,5.57,15.0,3,120,93,90,6.2,1.1131,89,Chennai Super Kings
1,Royal Challengers Bangalore,Mumbai Indians,5.7,6,34,6.13,14.3,4,0,0,85,0.0,0.0,100,Mumbai Indians
2,Mumbai Indians,Royal Challengers Bangalore,13.0,6,100,9.89,7.0,4,101,1,42,0.14,0.0142,158,Mumbai Indians
1,Mumbai Indians,Rajasthan Royals,6.7,0,68,10.23,13.3,10,0,0,79,0.0,0.0,202,Mumbai Indians
2,Rajasthan Royals,Mumbai Indians,12.7,6,120,9.52,7.3,4,203,83,43,11.37,1.1943,166,Mumbai Indians
1,Kolkata Knight Riders,Mumbai Indians,15.0,1,98,6.54,5.0,9,0,0,30,0.0,0.0,129,Kolkata Knight Riders
2,Mumbai Indians,Kolkata Knight Riders,12.6,8,67,5.37,7.4,2,130,63,44,8.51,1.5847,97,Kolkata Knight Riders
1,Chennai Super Kings,Royal Challengers Bangalore,9.6,9,53,5.59,10.4,1,0,0,62,0.0,0.0,89,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Chennai Super Kings,18.7,1,89,10.51,1.3,9,90,1,7,0.77,0.0733,102,Royal Challengers Bangalore
1,Rajasthan Royals,Chennai Super Kings,14.3,2,112,7.88,5.7,8,0,0,34,0.0,0.0,155,Chennai Super Kings
2,Chennai Super Kings,Rajasthan Royals,14.5,5,123,8.53,5.5,5,156,33,33,6.0,0.7034,163,Chennai Super Kings
1,Punjab Kings,Mumbai Indians,14.4,0,109,7.58,5.6,10,0,0,33,0.0,0.0,155,Punjab Kings
2,Mumbai Indians,Punjab Kings,15.9,3,78,4.96,4.1,7,156,78,24,19.02,3.8347,95,Punjab Kings
1,Royal Challengers Bangalore,Mumbai Indians,17.4,1,135,7.79,2.6,9,0,0,15,0.0,0.0,153,Royal Challengers Bangalore
2,Mumbai Indians,Royal Challengers Bangalore,12.6,0,90,7.21,7.4,10,154,64,44,8.65,1.1997,150,Royal Challengers Bangalore
1,Rajasthan Royals,Punjab Kings,15.1,9,92,6.1,4.9,1,0,0,29,0.0,0.0,108,Punjab Kings
2,Punjab Kings,Rajasthan Royals,13.7,3,108,8.68,6.3,7,109,1,37,0.16,0.0184,163,Punjab Kings
1,Rajasthan Royals,Mumbai Indians,16.9,9,119,7.06,3.1,1,0,0,18,0.0,0.0,134,Mumbai Indians
2,Mumbai Indians,Rajasthan Royals,9.8,7,88,9.02,10.2,3,135,47,61,4.61,0.5111,161,Mumbai Indians
1,Royal Challengers Bangalore,Delhi Capitals,13.4,9,112,8.38,6.6,1,0,0,39,0.0,0.0,144,Delhi Capitals
2,Delhi Capitals,Royal Challengers Bangalore,10.8,6,85,7.93,9.2,4,145,60,55,6.52,0.8222,146,Delhi Capitals
1,Chennai Super Kings,Royal Challengers Bangalore,9.1,7,81,9.0,10.9,3,0,0,65,0.0,0.0,159,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Chennai Super Kings,15.4,4,150,9.76,4.6,6,160,10,27,2.17,0.2223,190,Royal Challengers Bangalore
1,Delhi Capitals,Sunrisers Hyderabad,14.0,6,112,8.02,6.0,4,0,0,36,0.0,0.0,150,Sunrisers Hyderabad
2,Sunrisers Hyderabad,Delhi Capitals,16.3,9,134,8.27,3.7,1,151,17,22,4.59,0.555,155,Sunrisers Hyderabad
1,Chennai Super Kings,Royal Challengers Bangalore,11.3,4,54,4.83,8.7,6,0,0,52,0.0,0.0,92,Royal Challengers Bangalore
2,Royal Challengers Bangalore,Chennai Super Kings,7.6,5,62,8.21,12.4,5,93,31,74,2.5,0.3045,132,Royal Challengers Bangalore
